"SalePrice","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageCars","MoSold","YrSold","Remodeled","PorchNum","Pool","SaleTC","GarageFinish2","TotalSF","PcntBsmtUF","Bsmt","SecondFloor","Functional2","Garage","BsmtExp","LFln","LAln"
116000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,1996,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","Stone","Av","Unf","Unf","GasA","Gd","Y",0,0,1,0,3,1,"Gd",5,0,"Attchd",2,10,2008,"yes",2,"no","1",1,1015,1,"yes","no","yes",2,2,4.30406509320417,9.09290727508409
133000,"40","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1949,1950,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","No","Rec","Unf","GasA","Gd","Y",0,0,1,0,3,1,"TA",6,1,"Attchd",1,9,2009,"yes",1,"no","1",1,2100,0.549278846153846,"yes","no","yes",2,1,4.0943445622221,9.40459049963541
66500,"50","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","No","Unf","Unf","GasA","Ex","Y",0,0,1,1,3,1,"TA",5,0,"Detchd",1,8,2009,"yes",1,"no","0",1,1807,1,"yes","yes","yes",1,1,3.95124371858143,8.65172408437384
303477,"60","FV","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",0,0,2,1,4,1,"Ex",11,1,"BuiltIn",2,8,2007,"no",2,"no","0",3,3794,0.945945945945946,"yes","yes","yes",2,2,4.31748811353631,9.10497985631836
132250,"20","RL","Pave","NoAlley","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","ALQ","Unf","GasA","Gd","Y",1,0,1,0,3,1,"TA",5,0,"Attchd",2,1,2007,"no",0,"no","1",1,2104,0.405075187969925,"yes","no","yes",2,2,4.54329478227,10.1380061618718
350000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,1,4,1,"Ex",10,1,"Attchd",3,6,2009,"yes",1,"no","1",3,3686,0.199726402188782,"yes","yes","yes",2,1,4.30406509320417,9.08636319215647
148000,"85","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Av","ALQ","Unf","GasA","TA","Y",1,0,1,0,3,1,"Gd",6,0,"Detchd",2,6,2010,"yes",1,"no","1",1,2264,0.189359783588819,"yes","no","yes",1,2,4.47733681447821,9.37432822208163
136500,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1978,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","CBlock","No","ALQ","Unf","GasA","Ex","Y",1,0,1,0,3,1,"TA",6,0,"Attchd",1,7,2009,"yes",0,"no","1",1,1728,0.252314814814815,"yes","no","yes",2,1,4.23410650459726,8.85366542803745
157000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","No","ALQ","Unf","GasA","Gd","Y",1,0,1,1,2,1,"TA",5,0,"Attchd",2,6,2007,"yes",1,"no","1",3,2180,0.100917431192661,"yes","no","yes",2,1,4.0943445622221,8.85708813531495
187500,"50","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Mn","LwQ","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",7,1,"Attchd",2,4,2007,"yes",2,"no","1",2,2873,0.219723183391003,"yes","yes","yes",2,1,3.78418963391826,9.52937575208596
178000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","No","Unf","Unf","GasA","Gd","Y",0,0,2,1,3,1,"TA",7,1,"BuiltIn",2,12,2009,"yes",2,"no","1",2,2401,1,"yes","yes","yes",2,1,4.23410650459726,9.17326136373476
118500,"75","RL","Pave","NoAlley","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","No","Unf","Unf","GasA","TA","N",1,0,1,0,5,1,"TA",10,0,"Detchd",1,3,2006,"yes",1,"no","1",1,3025,1,"yes","yes","yes",1,1,4.0943445622221,8.73294952429643
100000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","No","BLQ","Unf","GasA","TA","Y",0,0,1,0,3,1,"TA",5,0,"Attchd",1,7,2009,"no",0,"no","1",2,1784,0.515695067264574,"yes","no","yes",2,1,4.17438726989564,8.87486763568805
328900,"120","FV","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",1,0,2,0,2,1,"Gd",5,1,"Attchd",2,1,2008,"yes",2,"no","0",3,3407,0.270906949352179,"yes","no","yes",2,2,3.91202300542815,8.54071438645758
145000,"90","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","No","LwQ","Unf","GasA","Ex","Y",0,0,2,0,4,2,"TA",8,0,"Attchd",2,6,2006,"yes",2,"no","0",3,3338,0.675276752767528,"yes","no","yes",2,1,4.24849524204936,9.03515330408283
135500,"50","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","No","Unf","Unf","GasA","TA","Y",0,0,1,1,3,1,"TA",8,0,"Attchd",1,4,2008,"no",2,"no","1",1,2209,1,"yes","yes","yes",2,1,4.07753744390572,9.70905292785837
268000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",8,6,1970,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","ALQ","Rec","GasA","Ex","Y",1,0,2,0,4,1,"Gd",8,1,"Attchd",2,10,2007,"no",3,"no","1",1,4434,0.470455570590889,"yes","no","yes",2,2,4.55387689160054,9.6718707040173
149500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","No","BLQ","Unf","GasA","Ex","Y",1,0,1,0,2,1,"TA",6,1,"Attchd",2,2,2009,"no",1,"no","1",2,3010,0.319601328903655,"yes","no","yes",2,1,4.85203026391962,9.40590715552016
122900,"50","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Mn","Unf","Unf","GasA","Ex","Y",0,0,1,0,3,1,"TA",6,1,"Detchd",2,7,2007,"yes",0,"no","1",1,1596,1,"yes","yes","yes",1,1,4.0943445622221,8.99516499031115
172500,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","No","LwQ","Rec","GasA","Gd","Y",0,0,2,1,3,1,"TA",7,1,"Attchd",2,7,2009,"no",1,"no","1",2,2601,0.209150326797386,"yes","yes","yes",2,1,4.24849524204936,9.32223946447359
154500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","No","GLQ","Unf","GasA","TA","Y",0,1,1,0,3,1,"TA",6,0,"Attchd",1,2,2006,"yes",1,"no","1",2,2127,0.373937677053824,"yes","no","yes",2,1,4.24849524204936,9.03765226415047
165000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Mn","BLQ","Unf","GasA","TA","Y",1,0,1,0,3,1,"TA",6,1,"Attchd",1,6,2008,"no",2,"no","1",1,2766,0.230657989877079,"yes","no","yes",2,1,4.23410650459726,9.49431558249664
118858,"90","RL","Pave","NoAlley","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","GasA","TA","Y",0,0,2,0,4,2,"TA",8,0,"Attchd",2,6,2009,"no",0,"no","0",1,1535,0,"no","no","yes",2,0,4.15888308335967,8.85623355614316
140000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","No","BLQ","Unf","GasA","TA","Y",1,0,1,1,4,1,"TA",8,1,"Attchd",2,10,2008,"no",1,"no","1",2,2576,0.487179487179487,"yes","yes","yes",2,1,4.26267987704132,8.86163359768663
106500,"30","RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","No","ALQ","Unf","GasA","Ex","N",0,0,1,0,2,1,"TA",6,0,"Detchd",1,4,2006,"yes",1,"no","0",1,1902,0.700315457413249,"yes","no","yes",1,1,3.91202300542815,9.07852179735533
142953,"90","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","GasA","TA","Y",0,0,2,0,6,2,"TA",12,0,"Detchd",2,6,2009,"no",1,"no","0",1,2240,0,"no","yes","yes",1,0,4.15888308335967,8.85623355614316
611657,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Gd","GLQ","Unf","GasA","Ex","Y",1,0,2,1,2,1,"Ex",11,2,"Attchd",3,3,2010,"yes",1,"no","0",3,4694,0.0609442060085837,"yes","no","yes",2,2,4.60517018598809,9.4664543749603
135000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961,1994,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","No","BLQ","Unf","GasA","TA","Y",0,0,1,0,3,1,"TA",6,1,"Attchd",1,6,2006,"yes",0,"no","1",1,2148,0.490131578947368,"yes","no","yes",2,1,4.17438726989564,8.85266492770387
110000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","No","ALQ","Unf","GasA","TA","Y",0,0,1,0,2,1,"TA",4,0,"Detchd",1,6,2007,"no",0,"no","1",1,1716,0.624708624708625,"yes","no","yes",1,1,4.23410650459726,8.90109412160856
153000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Mn","BLQ","Unf","GasA","TA","Y",1,0,1,0,2,1,"TA",5,0,"Detchd",1,5,2009,"yes",0,"no","1",1,2298,0.133064516129032,"yes","no","yes",1,1,4.15888308335967,9.0724566646128
180000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",8,1,"Attchd",2,7,2006,"no",1,"no","1",3,2292,1,"yes","yes","yes",2,1,4.14313472639153,8.97144846369383
240000,"20","RL","Pave","NoAlley","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",27,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Gd",7,1,"Attchd",3,8,2006,"no",2,"no","0",2,3340,1,"yes","no","yes",2,1,3.91202300542815,9.60636102125635
125500,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","No","GLQ","Unf","GasA","TA","Y",0,0,1,0,3,1,"TA",6,0,"Attchd",1,8,2007,"no",0,"no","1",1,1778,0.3162100456621,"yes","no","yes",2,1,4.23410650459726,8.7279402223939
128000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","No","Rec","LwQ","GasA","TA","Y",1,0,1,0,3,1,"TA",6,0,"Attchd",1,2,2010,"no",1,"no","1",2,2119,0.390151515151515,"yes","no","yes",2,1,4.38202663467388,9.20230820027892
255000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,0,3,1,"Gd",8,1,"Attchd",3,6,2007,"no",1,"no","1",2,3259,0.961182994454713,"yes","no","yes",2,1,4.75359019110636,9.51051903575725
250000,"50","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","No","Rec","Unf","GasA","Gd","Y",0,0,1,1,3,1,"Gd",6,1,"Attchd",1,6,2006,"yes",1,"no","1",3,3074,0.780727630285152,"yes","yes","yes",2,1,4.45434729625351,9.35010231435134
131000,"20","RL","Pave","NoAlley","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Av","BLQ","ALQ","GasA","TA","Y",1,0,1,0,2,1,"TA",5,0,"Attchd",2,6,2006,"no",1,"no","1",1,1766,0.27662037037037,"yes","no","yes",2,2,4.23410650459726,9.09211974058875
174000,"60","RL","Pave","NoAlley","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",8,1,"Attchd",2,6,2009,"no",2,"no","1",3,2226,1,"yes","yes","yes",2,1,5.00394630594546,9.44057869576626
154300,"90","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","No","Rec","Unf","GasA","TA","Y",0,0,2,0,5,2,"TA",12,0,"Detchd",2,1,2010,"no",0,"no","1",1,3379,0.599095022624434,"yes","yes","yes",1,1,4.38202663467388,9.35876037709446
143500,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Av","ALQ","Unf","GasA","TA","Y",0,0,1,1,3,1,"Gd",5,0,"Detchd",1,10,2009,"yes",1,"no","1",1,2536,0.845425867507886,"yes","no","yes",1,2,4.23410650459726,9.13626316857987
88000,"30","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","No","Rec","Unf","GasA","TA","N",0,0,1,0,3,1,"TA",6,0,"Detchd",1,7,2006,"yes",2,"no","0",1,1783,0.36328125,"yes","no","yes",1,1,3.93182563272433,8.71931737550637
145000,"90","RH","Pave","NoAlley","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","No","BLQ","Unf","GasA","TA","N",0,0,2,0,4,2,"TA",8,0,"2Types",3,8,2007,"yes",0,"no","1",1,3003,0.716283716283716,"yes","yes","yes",2,1,4.40671924726425,8.74353163362697
173733,"160","FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",0,0,2,1,2,1,"Gd",4,0,"Detchd",2,6,2009,"no",1,"no","0",2,1836,0.519607843137255,"yes","yes","yes",1,2,3.40119738166216,8.00636756765025
75000,"160","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",80,"TA","TA","CBlock","No","Unf","Unf","GasA","Fa","Y",0,0,1,1,3,1,"TA",6,0,"Attchd",1,1,2007,"no",0,"no","1",1,1638,1,"yes","yes","yes",2,1,3.04452243772342,7.60140233458373
35311,"20","C (all)","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,3,1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","Av","BLQ","Unf","GasA","TA","N",1,0,0,0,1,1,"TA",4,0,"Detchd",1,10,2006,"yes",0,"no","0",1,960,0.895833333333333,"yes","no","yes",1,2,3.91202300542815,9.10497985631836
135000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","No","ALQ","Unf","GasA","Ex","Y",0,0,1,0,3,1,"TA",6,0,"Attchd",1,4,2009,"no",0,"no","1",2,2363,0.0661375661375661,"yes","no","yes",2,1,4.23410650459726,9.74917019215177
238000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Mn","BLQ","GLQ","GasA","Ex","Y",1,0,2,1,4,1,"Gd",8,1,"Attchd",3,11,2007,"no",3,"no","1",2,3231,0.382246376811594,"yes","yes","yes",2,1,4.63472898822964,9.48227408745982
176500,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1958,2002,"Hip","CompShg","MetalSd","MetalSd","None",0,"Ex","TA","CBlock","No","ALQ","BLQ","GasA","Ex","Y",1,0,1,0,3,1,"TA",6,1,"Attchd",2,5,2008,"yes",2,"no","1",1,2598,0.206925675675676,"yes","no","yes",2,1,4.46590811865458,9.30828344630615
201000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","No","GLQ","Unf","GasA","Ex","Y",0,1,2,1,3,1,"Gd",7,0,"Attchd",2,7,2007,"no",2,"no","1",2,2649,0.122844827586207,"yes","yes","yes",2,1,4.24849524204936,9.04334083128001
145900,"90","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","No","ALQ","Unf","GasA","Gd","Y",2,0,2,2,4,2,"TA",9,0,"None",0,9,2008,"yes",1,"no","1",0,3472,0.147798742138365,"yes","yes","yes",0,1,4.20469261939097,9.07988994259212
169990,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Gd",6,1,"Attchd",2,10,2006,"yes",2,"no","0",3,2632,0.978723404255319,"yes","no","yes",2,1,4.17438726989564,9.23376388691977
193000,"120","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","No","LwQ","GLQ","GasA","Ex","Y",1,0,2,0,2,1,"Gd",5,1,"Attchd",2,7,2008,"yes",1,"no","1",2,3221,0.372817955112219,"yes","no","yes",2,1,3.91202300542815,8.98869569678571
207500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",157,"TA","Gd","CBlock","No","BLQ","LwQ","GasA","TA","Y",1,0,2,0,3,1,"TA",7,1,"Attchd",2,5,2006,"no",2,"no","1",1,3372,0,"yes","no","yes",2,1,4.36944785246702,9.2340568985935
175000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Av","ALQ","LwQ","GasA","TA","Y",0,1,2,0,3,1,"Ex",6,0,"Attchd",2,3,2008,"no",1,"no","0",2,2252,0.236234458259325,"yes","no","yes",2,2,4.23410650459726,9.65573107295667
285000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",340,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,4,1,"Ex",10,1,"BuiltIn",3,5,2007,"yes",2,"no","1",3,3555,1,"yes","yes","yes",2,1,4.53259949315326,9.39257859196439
176000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","2Story",7,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"TA","TA","CBlock","No","BLQ","Unf","GasA","Gd","Y",0,0,2,1,4,1,"TA",9,1,"Attchd",2,4,2008,"no",1,"no","1",2,2810,0.336538461538462,"yes","yes","yes",2,1,4.23410650459726,9.20029003612268
236500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2001,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Av","Unf","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Ex",7,1,"Attchd",2,6,2009,"no",2,"no","1",2,3541,1,"yes","no","yes",2,2,4.23410650459726,9.37906997525067
222000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1997,1997,"Gable","CompShg","HdBoard","HdBoard","BrkFace",285,"TA","TA","PConc","No","Unf","Unf","GasA","Gd","Y",0,0,2,1,4,1,"Gd",8,1,"BuiltIn",2,11,2006,"no",0,"no","1",3,3200,1,"yes","yes","yes",2,1,4.23410650459726,9.4731660684291
201000,"20","RL","Pave","NoAlley","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Gd",7,0,"Attchd",3,7,2009,"no",2,"no","1",3,2932,0.989085948158254,"yes","no","yes",2,2,4.29045944114839,9.09661160664784
117500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","No","BLQ","Rec","GasA","Ex","Y",0,1,1,0,2,1,"TA",5,0,"Detchd",1,7,2009,"no",0,"no","1",1,1850,0.130810810810811,"yes","no","yes",1,1,4.24849524204936,9.11602969250494
320000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Somerst","RRNn","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","VinylSd","ImStucc","Stone",302,"Ex","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Ex",8,1,"Attchd",3,3,2007,"no",1,"no","1",3,3810,1,"yes","no","yes",2,1,4.43081679884331,9.3647767252806
